full,nogo,old,nogonobias,null
389.4795673015435,389.6566943925259,390.2226587133179,389.33509153734894,411.78185673781513
519.4111240720534,518.9226472033672,527.4396599187031,523.8181523439112,569.3932721601398
536.7608344729613,544.2445957602085,539.5633826192699,545.2962175238695,608.9753628865507
483.6020035766112,488.26855392436926,480.8259303252684,485.3568531437105,542.7350620082582
443.1853148315904,454.950794196358,448.64095388044177,458.53953275016215,491.25154247991503
450.9017857828062,460.0638468320383,477.67062259394237,485.4139225168364,534.4600755572252
366.3311582033658,380.539801167684,382.7572413770653,396.721978850123,427.7739741345696
476.46197545627354,487.9657374645109,479.4802325657692,490.1323023816372,533.7944325871763
